constellation,environment,elevation_deg,cn0_dbhz,num_satellites,pdop,position_error_m,multipath_index
BeiDou,Urban Canyon,34.51,37.0,8,2.708,5.6898,0.6572
BeiDou,Open Sky,50.81,35.19,9,1.281,1.5084,0.1863
BeiDou,Open Sky,25.02,49.81,11,1.384,1.771,0.3858
Galileo,Urban Canyon,27.59,35.27,8,4.91,5.2464,0.6908
GPS,Open Sky,60.79,44.56,15,2.283,3.0433,0.0723
BeiDou,Open Sky,44.24,45.6,11,1.416,2.2958,0.0512
GLONASS,Urban Canyon,37.56,31.66,9,6.53,5.3244,0.65
GLONASS,Open Sky,42.86,46.68,12,1.242,1.5283,0.3433
Galileo,Open Sky,27.06,42.36,9,1.391,1.5282,0.0109
Galileo,Open Sky,32.57,37.66,11,1.438,0.9457,0.1574
GPS,Open Sky,35.63,42.8,12,2.917,1.2784,0.1553
GLONASS,Open Sky,47.6,40.05,10,1.585,2.2412,0.044
GPS,Open Sky,71.07,40.94,9,2.439,1.7177,0.1432
GLONASS,Open Sky,55.23,40.03,13,1.332,1.913,0.1188
BeiDou,Open Sky,42.32,45.01,11,3.19,1.5345,0.2046
Galileo,Open Sky,45.11,41.64,11,1.521,1.6102,0.2188
Galileo,Urban Canyon,18.78,32.19,11,3.052,3.1797,0.706
GPS,Urban Canyon,5.49,24.75,9,3.534,5.8399,0.5082
BeiDou,Open Sky,60.44,40.14,12,1.602,1.8136,0.2167
GLONASS,Open Sky,38.38,41.03,10,3.289,2.195,0.1835
Galileo,Urban Canyon,5.0,45.55,8,3.726,3.774,0.5894
GPS,Urban Canyon,30.61,29.54,7,5.249,5.4304,0.9397
GPS,Open Sky,49.7,44.89,11,2.315,0.9617,0.2821
Galileo,Open Sky,8.02,41.96,10,1.252,0.8511,0.0734
BeiDou,Open Sky,58.11,44.86,10,1.853,0.9061,0.0248
GLONASS,Urban Canyon,36.48,30.86,7,2.251,3.5291,0.8067
GPS,Urban Canyon,33.3,39.03,7,4.517,4.6239,0.5471
BeiDou,Urban Canyon,45.38,38.24,4,2.963,5.3051,0.6972
Galileo,Open Sky,17.61,39.14,7,2.433,1.2647,0.2425
BeiDou,Open Sky,58.47,51.03,12,3.178,1.6428,0.196
GPS,Open Sky,64.49,42.32,13,2.514,2.3489,0.2583
GLONASS,Open Sky,39.8,40.78,13,2.322,4.1248,0.2079
BeiDou,Open Sky,44.19,43.48,12,1.367,0.7904,0.2718
GPS,Urban Canyon,32.11,37.15,6,6.419,5.0533,0.5595
GLONASS,Open Sky,35.93,42.37,10,3.708,2.7858,0.2589
BeiDou,Urban Canyon,22.36,30.54,6,3.016,6.455,0.2974
GPS,Open Sky,59.8,48.7,11,1.506,0.1,0.1499
GPS,Open Sky,52.04,45.49,12,1.721,0.5494,0.0667
GLONASS,Urban Canyon,52.61,36.73,7,4.808,4.8035,0.6476
GPS,Urban Canyon,31.78,21.68,8,3.798,4.7818,0.7928
GPS,Open Sky,39.62,44.18,11,1.334,1.0656,0.0575
Galileo,Urban Canyon,29.81,35.14,8,4.704,6.106,0.8341
GLONASS,Open Sky,58.25,42.72,10,1.287,3.2948,0.1748
GPS,Open Sky,45.15,42.15,11,2.096,0.1,0.2841
GPS,Open Sky,60.45,46.25,10,2.311,1.5606,0.0208
BeiDou,Open Sky,65.45,40.45,11,1.745,2.0381,0.0967
Galileo,Urban Canyon,25.54,41.91,8,3.152,4.6787,0.8181
BeiDou,Open Sky,61.97,41.49,10,1.968,1.0289,0.2122
Galileo,Urban Canyon,18.91,41.75,8,3.84,4.538,0.6824
BeiDou,Urban Canyon,25.48,37.87,4,3.233,5.0423,0.774
GLONASS,Open Sky,34.55,47.14,11,1.205,0.874,0.0803
GPS,Open Sky,48.78,44.15,13,2.014,0.7963,0.2534
BeiDou,Open Sky,55.3,47.13,12,1.328,0.6105,0.083
Galileo,Urban Canyon,62.78,29.44,5,6.049,5.7028,0.8474
GPS,Urban Canyon,12.1,42.59,4,4.503,3.9094,0.5013
GPS,Urban Canyon,24.79,35.19,7,1.662,3.1421,0.74
GLONASS,Open Sky,32.22,41.84,12,1.644,1.0179,0.2626
GPS,Open Sky,43.24,46.02,12,2.217,1.5632,0.3912
GPS,Open Sky,52.7,40.9,7,2.385,0.9819,0.0433
GPS,Open Sky,61.67,40.64,8,1.521,1.74,0.016
Galileo,Urban Canyon,36.77,33.0,8,3.901,3.6174,0.4402
Galileo,Open Sky,20.41,40.42,9,1.758,0.709,0.0107
Galileo,Open Sky,46.4,41.5,11,1.987,2.551,0.0697
GPS,Open Sky,42.36,39.07,10,1.513,0.1,0.207
GPS,Open Sky,60.71,38.22,13,1.733,1.6189,0.3578
GLONASS,Urban Canyon,34.0,41.97,6,1.962,4.4277,0.7452
Galileo,Open Sky,39.94,42.25,12,2.12,3.5694,0.0979
GLONASS,Urban Canyon,23.13,26.11,7,6.287,5.2641,0.6961
GPS,Urban Canyon,30.91,35.25,5,7.259,5.9245,0.747
GPS,Urban Canyon,27.69,37.32,8,5.167,4.9932,0.8029
GPS,Urban Canyon,43.67,34.18,10,3.473,5.2419,0.6738
Galileo,Urban Canyon,10.25,29.84,5,4.817,5.5857,0.5432
Galileo,Urban Canyon,21.54,31.87,9,2.035,3.6098,0.517
BeiDou,Open Sky,66.51,47.45,8,1.644,0.7954,0.0689
Galileo,Open Sky,37.78,37.94,15,1.598,0.971,0.2509
Galileo,Urban Canyon,6.18,35.5,4,4.264,4.929,0.7446
Galileo,Open Sky,85.0,43.4,11,1.269,0.9684,0.2372
GPS,Open Sky,48.83,43.13,14,1.937,0.1,0.0476
Galileo,Urban Canyon,18.33,29.59,8,4.179,5.7083,0.4052
GPS,Open Sky,34.51,42.19,14,4.257,2.8185,0.2903
Galileo,Open Sky,39.48,38.53,12,1.219,1.2308,0.0284
GPS,Urban Canyon,39.13,31.16,6,4.108,5.4055,0.8018
GLONASS,Open Sky,56.83,37.72,8,1.0,2.9049,0.2462
BeiDou,Urban Canyon,32.8,23.81,9,3.361,3.8336,0.6754
GPS,Open Sky,56.09,39.86,10,1.714,1.2283,0.1945
GLONASS,Urban Canyon,35.02,29.79,10,4.282,5.0468,0.1591
GLONASS,Urban Canyon,11.02,35.89,9,3.417,7.7666,0.5611
GPS,Open Sky,61.48,37.21,10,1.541,0.8309,0.2894
GLONASS,Open Sky,54.65,41.84,9,1.0,3.2005,0.1642
GLONASS,Open Sky,43.14,48.44,15,1.455,2.6333,0.1682
BeiDou,Open Sky,33.63,39.78,9,2.036,1.9685,0.1531
BeiDou,Open Sky,23.93,46.1,13,1.864,1.3542,0.038
GPS,Urban Canyon,24.33,31.47,6,6.336,7.0448,0.9343
Galileo,Open Sky,46.21,46.29,15,1.626,1.4109,0.2497
Galileo,Urban Canyon,48.61,34.81,6,5.283,4.2809,0.5683
GPS,Open Sky,46.75,45.42,9,1.384,1.2424,0.2988
GPS,Urban Canyon,28.83,33.69,5,2.523,4.6869,0.5389
BeiDou,Open Sky,49.12,48.32,10,2.673,2.1903,0.0809
GPS,Open Sky,55.11,42.68,8,1.12,1.3301,0.0658
Galileo,Urban Canyon,38.03,37.54,9,3.256,3.9096,0.7225
BeiDou,Open Sky,44.18,37.32,13,2.445,1.6086,0.1183
GPS,Urban Canyon,42.27,42.71,7,3.678,5.1464,0.3208
Galileo,Open Sky,12.85,46.24,12,2.188,1.0573,0.2912
BeiDou,Open Sky,57.39,34.25,9,1.282,1.1063,0.0218
Galileo,Open Sky,47.11,43.13,9,1.83,1.21,0.1664
GPS,Urban Canyon,37.49,34.12,9,4.496,3.441,0.5854
GPS,Open Sky,50.37,41.15,11,1.408,0.5994,0.0627
BeiDou,Open Sky,43.7,41.49,11,1.322,1.2382,0.3512
GPS,Open Sky,46.83,36.88,8,2.1,1.138,0.1044
Galileo,Open Sky,35.94,42.87,9,1.529,0.1,0.2231
GPS,Open Sky,25.01,50.1,12,1.717,2.9017,0.2161
Galileo,Urban Canyon,36.87,36.57,6,2.347,6.4516,0.5701
BeiDou,Open Sky,54.46,39.8,11,2.11,0.9375,0.1533
Galileo,Urban Canyon,28.46,44.84,9,7.3,6.8234,0.6697
BeiDou,Open Sky,44.88,35.29,13,2.543,1.9501,0.2032
GPS,Open Sky,60.9,36.53,12,1.83,3.2583,0.1425
Galileo,Open Sky,29.13,44.4,12,2.006,0.7394,0.0412
BeiDou,Open Sky,7.55,34.07,8,2.696,3.1955,0.2206
Galileo,Open Sky,50.07,43.64,12,1.719,0.9517,0.3539
GPS,Open Sky,43.94,39.86,14,1.585,1.3277,0.4767
BeiDou,Open Sky,50.41,37.33,7,2.671,0.9043,0.1934
Galileo,Urban Canyon,12.28,41.58,7,3.851,4.5183,0.3691
Galileo,Open Sky,41.5,44.03,12,1.35,1.9994,0.2161
BeiDou,Open Sky,59.78,44.26,10,2.29,1.1324,0.3893
GPS,Open Sky,50.59,42.52,10,1.294,0.1,0.0771
GPS,Open Sky,20.22,40.89,11,1.869,0.3092,0.1965
GPS,Urban Canyon,29.56,41.88,8,3.045,4.3899,0.4833
Galileo,Open Sky,19.6,39.27,11,2.983,2.8452,0.2156
GPS,Urban Canyon,30.77,37.33,10,2.742,2.9188,0.6361
GLONASS,Open Sky,61.68,44.42,10,1.337,2.5241,0.1757
GPS,Open Sky,54.87,40.31,13,2.096,1.6189,0.1517
GLONASS,Urban Canyon,20.85,36.1,7,6.197,5.8885,0.5172
GPS,Open Sky,36.78,49.34,11,1.491,0.4314,0.0056
Galileo,Urban Canyon,41.8,44.3,12,2.834,2.666,0.5219
GPS,Open Sky,29.92,38.14,9,3.096,1.0293,0.1917
GLONASS,Urban Canyon,33.61,35.03,8,5.062,4.3009,0.5492
Galileo,Open Sky,46.18,36.95,12,2.088,1.2734,0.027
Galileo,Open Sky,28.88,44.37,10,1.469,0.1,0.1785
BeiDou,Urban Canyon,53.32,25.22,8,5.863,8.0499,0.5997
Galileo,Open Sky,71.11,38.13,10,1.387,1.8748,0.0555
GPS,Open Sky,47.21,43.23,10,2.733,0.404,0.1176
BeiDou,Urban Canyon,36.42,33.56,8,3.656,4.1409,0.7674
GPS,Urban Canyon,21.58,35.79,8,3.88,4.5855,0.8243
GPS,Urban Canyon,35.97,33.56,7,5.399,5.0134,0.5623
Galileo,Urban Canyon,53.15,41.41,10,3.952,3.7716,0.6933
GPS,Urban Canyon,41.06,37.15,5,3.991,4.5002,0.2549
GPS,Urban Canyon,33.43,32.8,4,6.952,6.7131,0.3183
GLONASS,Urban Canyon,43.82,39.29,4,2.327,4.0342,0.7101
GPS,Open Sky,56.86,42.17,13,1.043,1.065,0.3428
BeiDou,Open Sky,66.24,42.72,11,1.444,0.7704,0.1054
BeiDou,Urban Canyon,31.15,29.84,8,5.495,7.1689,0.7374
GLONASS,Urban Canyon,8.62,23.66,4,2.793,5.6057,0.9198
GLONASS,Open Sky,41.25,38.85,12,2.84,2.1146,0.4409
GLONASS,Open Sky,42.75,37.36,7,2.375,3.5398,0.2183
BeiDou,Open Sky,24.1,42.08,11,2.172,1.3093,0.0247
GPS,Open Sky,49.64,47.68,11,2.234,2.2044,0.1051
GPS,Urban Canyon,32.67,32.73,5,4.659,5.7506,0.9597
Galileo,Open Sky,57.34,35.04,11,2.346,2.651,0.0338
Galileo,Urban Canyon,40.4,34.57,8,3.3,4.7582,0.6341
GPS,Urban Canyon,5.56,36.59,5,4.692,5.1835,0.5518
GLONASS,Urban Canyon,38.16,30.03,9,3.889,5.366,0.8435
GPS,Open Sky,39.13,41.21,13,2.606,1.6955,0.0036
BeiDou,Urban Canyon,5.0,33.38,5,2.923,4.9663,0.4781
GPS,Urban Canyon,33.12,34.09,7,7.334,4.5377,0.8139
GPS,Urban Canyon,21.69,33.04,7,4.671,5.0779,0.7961
GPS,Open Sky,53.52,36.73,13,3.666,2.3698,0.3279
GPS,Open Sky,38.63,47.71,11,2.24,0.5101,0.0987
GPS,Urban Canyon,14.67,31.24,4,4.17,5.5036,0.5331
GPS,Open Sky,28.09,44.96,7,2.045,1.1964,0.149
GPS,Open Sky,52.04,42.67,11,1.634,1.2987,0.0726
GPS,Urban Canyon,31.06,37.93,6,4.615,4.0949,0.6859
Galileo,Urban Canyon,20.42,36.6,7,3.695,3.831,0.6754
Galileo,Open Sky,45.11,42.31,9,2.426,1.7916,0.1092
GPS,Open Sky,40.97,46.79,9,3.052,1.0287,0.1145
GPS,Open Sky,28.05,37.51,9,2.376,0.6979,0.1589
GPS,Urban Canyon,7.81,34.09,7,2.988,2.5402,0.7683
GPS,Urban Canyon,22.64,36.59,5,3.907,4.8941,0.8134
GPS,Open Sky,32.77,34.58,9,2.274,0.8423,0.2183
GLONASS,Open Sky,32.99,36.94,11,1.572,2.38,0.2279
BeiDou,Open Sky,44.01,39.67,9,1.599,0.6564,0.2549
BeiDou,Open Sky,53.25,42.73,11,1.809,1.5643,0.1097
Galileo,Urban Canyon,31.37,34.22,7,2.294,3.1518,0.5668
Galileo,Open Sky,48.12,39.41,8,1.268,1.1537,0.3712
GPS,Open Sky,63.16,40.67,10,1.0,0.6138,0.0583
GLONASS,Open Sky,57.77,41.31,13,2.828,2.4211,0.1322
GLONASS,Open Sky,32.61,45.34,7,1.062,1.8573,0.1101
BeiDou,Urban Canyon,25.38,42.11,7,4.816,4.7455,0.396
BeiDou,Urban Canyon,12.16,35.75,5,2.283,5.3293,0.7458
Galileo,Urban Canyon,40.98,33.02,6,3.015,4.2507,0.5739
GLONASS,Open Sky,62.77,49.77,14,1.647,1.6176,0.1628
BeiDou,Urban Canyon,25.43,41.01,6,1.858,3.6243,0.3704
GPS,Open Sky,55.62,37.19,10,3.927,2.7981,0.0325
BeiDou,Urban Canyon,27.05,31.54,6,3.72,3.5852,0.826
GPS,Urban Canyon,51.12,29.29,5,3.12,4.8396,0.3752
BeiDou,Open Sky,42.99,44.62,10,2.742,2.2104,0.1251
GLONASS,Urban Canyon,36.91,34.54,6,3.961,5.3841,0.7765
GPS,Open Sky,49.57,54.81,6,2.563,1.3123,0.1183
GLONASS,Urban Canyon,30.26,37.78,8,3.526,4.6679,0.516
GPS,Open Sky,34.25,42.73,7,1.891,2.8627,0.0961
GLONASS,Open Sky,39.34,37.27,9,1.857,1.7116,0.2967
GLONASS,Open Sky,20.71,39.35,9,1.891,1.5865,0.1122
GLONASS,Open Sky,69.66,37.59,12,2.305,1.4279,0.2263
BeiDou,Open Sky,37.89,43.08,11,1.805,0.1,0.0897
GPS,Open Sky,38.65,36.47,9,1.494,2.5625,0.0616
GPS,Urban Canyon,22.57,31.71,8,3.297,4.8258,0.8747
Galileo,Open Sky,56.39,40.41,16,2.725,1.5565,0.0027
GPS,Open Sky,57.78,37.22,9,1.559,1.1247,0.3851
Galileo,Urban Canyon,10.33,44.55,5,2.054,3.2133,0.4735
GPS,Urban Canyon,31.26,36.0,7,3.925,5.4991,0.5409
Galileo,Open Sky,34.31,39.29,16,2.708,1.8352,0.0587
Galileo,Open Sky,32.18,50.26,11,1.927,0.1,0.0683
BeiDou,Urban Canyon,49.73,44.68,7,5.145,5.9938,0.6592
GPS,Urban Canyon,37.83,37.04,10,2.999,4.8708,0.5284
BeiDou,Open Sky,51.92,38.7,10,1.977,0.7097,0.2803
Galileo,Urban Canyon,29.2,35.41,10,2.145,3.2773,0.7883
GPS,Open Sky,46.28,35.82,9,1.25,1.4647,0.0573
Galileo,Open Sky,44.22,45.74,12,2.303,0.9158,0.0444
Galileo,Urban Canyon,25.04,35.25,7,4.252,4.2074,0.8681
GPS,Urban Canyon,29.22,30.13,7,1.792,4.81,0.8831
Galileo,Urban Canyon,16.12,37.51,4,3.768,5.8826,0.5027
GPS,Open Sky,46.74,45.45,10,1.487,1.372,0.1607
Galileo,Open Sky,55.42,40.65,14,1.0,0.1,0.1533
Galileo,Open Sky,38.96,45.69,12,2.308,0.4737,0.1418
Galileo,Open Sky,73.36,38.98,7,1.459,1.0791,0.1161
BeiDou,Open Sky,37.8,40.81,12,1.608,2.2165,0.0147
GPS,Open Sky,35.77,35.46,12,2.772,1.3562,0.3206
BeiDou,Open Sky,39.65,44.47,14,1.405,2.2499,0.0614
GLONASS,Urban Canyon,43.39,37.08,7,5.655,5.966,0.2885
BeiDou,Open Sky,67.89,42.33,13,2.158,3.7246,0.2473
BeiDou,Open Sky,47.04,36.89,11,3.199,3.2069,0.1072
GPS,Urban Canyon,40.22,34.89,4,4.379,5.3709,0.8173
Galileo,Open Sky,55.61,36.79,12,1.268,0.1969,0.0706
GPS,Urban Canyon,18.0,39.19,8,4.886,5.4965,0.3427
BeiDou,Open Sky,44.89,38.78,11,1.56,2.9383,0.2986
Galileo,Open Sky,38.49,47.88,9,1.37,1.3282,0.0824
GPS,Urban Canyon,11.34,36.87,7,3.032,4.0951,0.7769
BeiDou,Urban Canyon,5.0,43.79,11,3.204,5.7437,0.7136
GPS,Urban Canyon,13.15,35.67,11,2.159,3.9683,0.4806
Galileo,Urban Canyon,23.76,26.4,10,3.53,4.8631,0.5925
GLONASS,Open Sky,42.77,43.24,9,1.899,2.2898,0.3215
GPS,Urban Canyon,35.78,37.74,4,5.702,5.5753,0.6084
Galileo,Urban Canyon,14.5,36.54,5,2.991,3.495,0.633
BeiDou,Urban Canyon,38.61,39.45,5,2.749,3.182,0.5626
GPS,Open Sky,65.43,42.46,10,2.145,1.0085,0.0826
Galileo,Open Sky,54.32,38.72,10,1.274,0.8804,0.0422
GPS,Urban Canyon,27.18,35.36,10,5.468,4.5395,0.7166
GLONASS,Open Sky,40.46,36.69,11,1.67,3.3937,0.1283
GPS,Open Sky,52.31,42.17,10,3.162,0.6238,0.0836
BeiDou,Open Sky,45.36,41.15,11,1.533,2.6072,0.3165
BeiDou,Open Sky,64.87,40.62,13,1.509,1.3058,0.2833
GPS,Open Sky,58.45,47.14,13,1.822,0.8884,0.1753
GPS,Open Sky,52.37,47.21,10,1.817,3.1839,0.0234
Galileo,Open Sky,85.0,37.84,11,2.462,0.8938,0.5749
GLONASS,Open Sky,35.4,39.11,12,2.657,1.4114,0.1518
Galileo,Urban Canyon,24.12,38.13,10,2.389,3.5279,0.6738
GPS,Open Sky,38.85,43.46,13,2.029,0.6344,0.0667
GPS,Open Sky,61.94,37.29,10,2.166,0.3196,0.0683
BeiDou,Open Sky,63.19,44.92,14,1.85,2.6037,0.2985
Galileo,Open Sky,50.85,47.18,7,1.311,1.2994,0.1201
BeiDou,Urban Canyon,29.52,39.68,10,3.565,5.1928,0.3234
Galileo,Urban Canyon,43.65,35.3,9,4.762,6.0761,0.7363
BeiDou,Open Sky,35.16,42.54,6,2.468,1.592,0.1417
GPS,Open Sky,72.7,41.4,10,1.782,2.2132,0.0501
GPS,Open Sky,60.0,44.28,11,1.456,0.1,0.1017
BeiDou,Open Sky,48.62,53.48,7,1.491,1.9692,0.1563
BeiDou,Open Sky,40.36,38.93,11,1.693,1.899,0.0783
GPS,Open Sky,64.56,43.32,13,2.108,2.977,0.1609
Galileo,Open Sky,25.93,43.01,9,1.616,0.3242,0.0805
Galileo,Urban Canyon,36.21,39.34,6,5.249,4.1271,0.6164
Galileo,Open Sky,45.54,51.99,11,2.077,1.7498,0.2116
GPS,Open Sky,49.49,42.13,10,1.472,2.3284,0.1931
BeiDou,Open Sky,81.17,31.43,11,1.522,0.1148,0.2375
GPS,Open Sky,38.41,43.59,14,1.382,1.1533,0.1798
GLONASS,Open Sky,38.99,41.12,10,1.653,0.1625,0.0137
GPS,Open Sky,9.3,41.49,10,1.616,0.906,0.0395
GPS,Open Sky,50.71,42.72,9,1.517,0.1,0.0685
GLONASS,Open Sky,41.15,36.2,11,1.659,4.1626,0.0529
GPS,Urban Canyon,32.1,36.76,7,3.533,5.1404,0.9144
GLONASS,Urban Canyon,38.86,43.56,11,3.534,2.9656,0.4668
GPS,Open Sky,52.04,40.98,7,2.474,1.3375,0.3247
BeiDou,Open Sky,50.81,35.95,12,2.529,0.7105,0.2979
GLONASS,Urban Canyon,48.12,32.11,8,2.155,5.4673,0.7567
BeiDou,Urban Canyon,25.5,35.38,7,3.289,5.5022,0.6585
GPS,Open Sky,38.75,49.51,12,2.085,0.1,0.0618
GPS,Open Sky,22.71,42.07,12,1.431,0.4973,0.1856
Galileo,Open Sky,28.14,46.51,13,1.863,2.1867,0.1091
Galileo,Urban Canyon,8.58,29.56,7,1.868,2.7233,0.8246
GPS,Open Sky,26.43,42.83,10,2.698,1.1004,0.2227
GPS,Open Sky,39.34,34.37,14,2.848,2.7345,0.1156
Galileo,Open Sky,39.65,38.07,12,2.484,1.7188,0.1706
GPS,Open Sky,27.62,43.47,11,1.685,1.7839,0.0829
Galileo,Open Sky,56.16,40.91,11,1.162,0.9549,0.0735
GPS,Urban Canyon,30.32,43.77,7,2.561,2.9826,0.4763
GPS,Open Sky,45.56,45.03,13,2.48,0.3477,0.0642
GLONASS,Open Sky,24.66,39.87,14,1.597,3.2055,0.0532
Galileo,Open Sky,24.49,41.19,13,1.981,0.1624,0.0147
GPS,Urban Canyon,30.49,38.35,7,5.472,4.9983,0.7234
Galileo,Open Sky,61.03,43.18,13,1.149,0.1,0.1464
GLONASS,Open Sky,28.45,38.43,9,2.529,2.5825,0.5564
Galileo,Open Sky,49.76,43.12,9,2.102,1.8042,0.0738
Galileo,Urban Canyon,35.55,32.63,8,3.991,4.6812,0.7692
BeiDou,Urban Canyon,36.15,35.26,4,3.934,5.4749,0.3123
Galileo,Urban Canyon,21.8,37.63,7,3.531,4.5464,0.4629
BeiDou,Urban Canyon,34.07,30.52,7,4.911,4.4313,0.7038
GLONASS,Open Sky,34.87,38.9,5,1.361,3.2088,0.2336
GPS,Open Sky,37.64,41.95,7,2.082,1.8594,0.1716
Galileo,Open Sky,52.16,38.63,9,2.17,1.5466,0.2048
GLONASS,Urban Canyon,16.95,37.2,12,3.986,5.4361,0.8241
BeiDou,Urban Canyon,22.92,35.16,9,4.922,4.8189,0.3544
Galileo,Open Sky,62.83,38.74,12,2.018,0.7978,0.386
GPS,Urban Canyon,32.39,39.36,6,2.965,3.7412,0.5699
Galileo,Open Sky,21.48,47.31,10,1.423,0.1698,0.0353
GPS,Open Sky,53.31,47.26,11,2.186,0.9718,0.328
GLONASS,Open Sky,46.83,40.99,12,2.289,1.9945,0.0969
Galileo,Urban Canyon,40.83,36.13,7,2.281,2.3638,0.6709
GLONASS,Urban Canyon,33.89,35.18,6,2.802,3.883,0.6135
BeiDou,Open Sky,52.34,34.95,10,1.883,2.3008,0.3131
GLONASS,Urban Canyon,26.31,42.66,5,6.716,7.0152,0.6428
GLONASS,Urban Canyon,39.9,30.34,10,4.832,7.1112,0.4339
GLONASS,Urban Canyon,41.39,36.66,4,3.478,6.3707,0.8368
BeiDou,Urban Canyon,7.62,40.28,8,2.779,4.338,0.8884
BeiDou,Open Sky,52.63,42.73,13,2.721,2.3627,0.2438
GPS,Urban Canyon,47.78,31.93,6,3.817,6.5985,0.2636
Galileo,Urban Canyon,32.83,36.92,6,4.848,5.0415,0.7946
GPS,Urban Canyon,38.0,32.64,4,2.079,4.7285,0.5246
BeiDou,Open Sky,42.88,40.6,12,1.726,1.2751,0.2092
GLONASS,Urban Canyon,53.9,30.11,6,3.517,5.9567,0.5994
Galileo,Urban Canyon,30.82,36.6,9,2.873,2.0596,0.5753
GPS,Open Sky,77.56,46.53,14,2.289,0.1,0.1665
GPS,Urban Canyon,33.59,41.39,6,2.954,4.0095,0.8482
GLONASS,Open Sky,71.49,46.55,10,2.977,1.6659,0.1748
GPS,Open Sky,32.49,36.56,9,1.75,1.5308,0.0175
GPS,Open Sky,32.53,46.37,9,2.261,0.2543,0.1841
BeiDou,Urban Canyon,20.7,34.01,6,3.08,4.6883,0.5556
GLONASS,Urban Canyon,24.34,32.04,5,5.162,6.7756,0.4959
GPS,Open Sky,85.0,38.88,11,2.693,1.2221,0.1846
GPS,Urban Canyon,29.14,37.09,6,2.449,3.547,0.4785
BeiDou,Open Sky,63.53,38.48,11,1.204,0.1,0.0142
GLONASS,Open Sky,46.01,38.11,9,2.107,1.7011,0.2832
GLONASS,Urban Canyon,27.76,40.38,9,4.312,3.49,0.5269
GPS,Urban Canyon,15.63,31.45,7,5.629,6.4833,0.6614
GPS,Urban Canyon,47.02,40.61,6,3.426,4.1994,0.6544
GPS,Urban Canyon,46.22,32.6,9,4.139,4.7592,0.4935
GLONASS,Urban Canyon,16.56,31.47,6,1.951,6.7806,0.6794
GPS,Open Sky,57.41,43.55,10,1.414,0.1,0.0255
GPS,Open Sky,25.56,35.49,13,1.76,2.0442,0.1354
GLONASS,Open Sky,45.67,44.41,11,1.681,0.1658,0.1492
BeiDou,Urban Canyon,18.87,32.17,7,5.202,5.5345,0.4183
GLONASS,Urban Canyon,19.88,26.53,9,2.893,3.8587,0.5508
Galileo,Urban Canyon,29.76,31.72,8,3.927,3.9302,0.7047
Galileo,Open Sky,19.44,35.33,9,2.505,0.9982,0.0501
Galileo,Open Sky,58.22,37.14,12,1.122,0.1,0.1263
GPS,Urban Canyon,6.42,42.65,7,3.136,5.1248,0.7554
Galileo,Urban Canyon,37.06,39.24,4,6.941,6.8864,0.5101
Galileo,Open Sky,48.72,43.6,9,1.299,0.9316,0.4463
Galileo,Open Sky,55.32,38.77,11,2.538,0.1403,0.071
BeiDou,Open Sky,58.91,43.72,13,1.963,2.5027,0.0954
BeiDou,Open Sky,37.62,44.54,10,1.434,0.8162,0.0758
GPS,Open Sky,31.14,42.14,11,1.666,1.84,0.1849
Galileo,Open Sky,37.59,38.84,12,1.579,0.1,0.4439
GPS,Urban Canyon,31.48,38.87,7,5.081,4.9965,0.5538
Galileo,Open Sky,61.59,44.66,14,1.478,1.9245,0.4212
GPS,Open Sky,73.85,48.02,9,1.022,0.6846,0.0626
GPS,Open Sky,36.68,37.99,10,1.45,1.2043,0.0292
GLONASS,Urban Canyon,19.91,27.9,11,5.71,5.4247,0.4528
Galileo,Open Sky,39.25,39.7,15,1.412,0.3834,0.241
BeiDou,Open Sky,68.24,36.08,11,1.656,0.1,0.235
GPS,Open Sky,49.34,45.52,9,2.588,0.9399,0.313
GPS,Urban Canyon,20.72,45.49,7,4.564,5.7867,0.9145
Galileo,Urban Canyon,10.79,38.97,4,3.405,6.5124,0.5002
GPS,Open Sky,61.19,40.74,10,1.431,2.2341,0.1613
GPS,Open Sky,5.0,36.55,12,2.763,2.8419,0.1976
BeiDou,Open Sky,43.88,42.22,10,2.333,0.1948,0.0455
GPS,Urban Canyon,32.33,19.25,6,2.232,4.1225,0.2754
GPS,Urban Canyon,32.16,30.13,7,5.042,7.4801,0.4788
Galileo,Open Sky,82.0,35.26,10,2.42,2.1547,0.0329
Galileo,Open Sky,51.52,42.1,9,2.228,2.792,0.0588
Galileo,Urban Canyon,53.44,34.2,4,3.819,3.7395,0.5015
Galileo,Urban Canyon,24.41,22.26,6,4.835,7.698,0.7473
BeiDou,Open Sky,74.39,43.87,9,1.789,1.1763,0.0622
GPS,Open Sky,42.37,49.03,16,1.92,1.9089,0.0403
Galileo,Open Sky,28.39,50.83,11,2.201,1.4386,0.3357
GLONASS,Urban Canyon,34.32,36.23,9,6.046,5.7371,0.6583
BeiDou,Urban Canyon,30.67,37.01,7,4.066,4.1495,0.823
Galileo,Urban Canyon,55.03,31.43,4,3.614,3.5757,0.6883
Galileo,Urban Canyon,25.01,29.54,12,3.712,5.4492,0.7183
GPS,Open Sky,73.73,42.65,12,2.182,0.6399,0.1334
GPS,Open Sky,48.55,41.91,11,1.385,1.9354,0.0554
GPS,Open Sky,56.97,47.22,12,1.608,0.3409,0.2112
GLONASS,Urban Canyon,41.03,31.53,7,1.648,3.782,0.795
GPS,Urban Canyon,50.29,27.27,10,1.665,4.542,0.8691
GLONASS,Open Sky,74.14,44.76,13,2.291,2.1781,0.1904
